cluster_i,cluster_j,diag_margin,diagonal_correct,head_bbox_iou,mean_head_size,path,people_count,query_i,query_j,sequence_id,swap_error,target_separation
1,0,8.79465103149414,1.0,0.0,0.11507238342954768,images/CBS This Morning/11118_11359/00011165.jpg,4,1,2,images/CBS This Morning/11118_11359,0.0,0.5670752717520994
0,1,10.768287658691406,1.0,0.0,0.15676836401843514,images/CBS This Morning/11118_11359/00011166.jpg,4,0,1,images/CBS This Morning/11118_11359,0.0,0.5670452228283923
1,0,8.838451385498047,1.0,0.0,0.11507238342954768,images/CBS This Morning/11118_11359/00011166.jpg,4,1,2,images/CBS This Morning/11118_11359,0.0,0.5670452228283923
0,1,10.679944038391113,1.0,0.0,0.15676836401843514,images/CBS This Morning/11118_11359/00011167.jpg,4,0,1,images/CBS This Morning/11118_11359,0.0,0.5688253596454246
1,0,8.996606826782227,1.0,0.0,0.1150723834295477,images/CBS This Morning/11118_11359/00011167.jpg,4,1,2,images/CBS This Morning/11118_11359,0.0,0.5688253596454246
0,1,10.495004653930664,1.0,0.0,0.15676836401843514,images/CBS This Morning/11118_11359/00011168.jpg,4,0,1,images/CBS This Morning/11118_11359,0.0,0.5690527816684369
1,0,8.945444107055664,1.0,0.0,0.11507238342954768,images/CBS This Morning/11118_11359/00011168.jpg,4,1,2,images/CBS This Morning/11118_11359,0.0,0.5690527816684369
0,1,9.961709022521973,1.0,0.0,0.15676836401843508,images/CBS This Morning/11118_11359/00011169.jpg,4,0,1,images/CBS This Morning/11118_11359,0.0,0.5701001971451608
1,0,8.72629165649414,1.0,0.0,0.11507238342954765,images/CBS This Morning/11118_11359/00011169.jpg,4,1,2,images/CBS This Morning/11118_11359,0.0,0.5701001971451608
0,1,9.931022644042969,1.0,0.0,0.15676836401843505,images/CBS This Morning/11118_11359/00011170.jpg,4,0,1,images/CBS This Morning/11118_11359,0.0,0.5711417750470658
1,0,8.613495826721191,1.0,0.0,0.11507238342954762,images/CBS This Morning/11118_11359/00011170.jpg,4,1,2,images/CBS This Morning/11118_11359,0.0,0.5711417750470658
0,1,9.554765701293945,1.0,0.0,0.15676836401843514,images/CBS This Morning/11118_11359/00011171.jpg,4,0,1,images/CBS This Morning/11118_11359,0.0,0.570633764454196
1,0,8.435980796813965,1.0,0.0,0.11507238342954768,images/CBS This Morning/11118_11359/00011171.jpg,4,1,2,images/CBS This Morning/11118_11359,0.0,0.570633764454196
0,1,9.38642692565918,1.0,0.0,0.15676836401843514,images/CBS This Morning/11118_11359/00011172.jpg,4,0,1,images/CBS This Morning/11118_11359,0.0,0.5711545492502117
1,0,8.289101600646973,1.0,0.0,0.11507238342954768,images/CBS This Morning/11118_11359/00011172.jpg,4,1,2,images/CBS This Morning/11118_11359,0.0,0.5711545492502117
0,1,4.603494167327881,1.0,0.0,0.15676836401843514,images/CBS This Morning/11118_11359/00011178.jpg,4,0,1,images/CBS This Morning/11118_11359,0.0,0.1882932592089251
1,0,8.860498428344727,1.0,0.0,0.11507238342954768,images/CBS This Morning/11118_11359/00011178.jpg,4,1,2,images/CBS This Morning/11118_11359,0.0,0.1882932592089251
1,0,5.858292102813721,1.0,0.0,0.1293167217099854,images/CBS This Morning/11118_11359/00011178.jpg,4,1,3,images/CBS This Morning/11118_11359,0.0,0.1882932592089251
0,1,4.258339881896973,1.0,0.0,0.15676836401843514,images/CBS This Morning/11118_11359/00011179.jpg,4,0,1,images/CBS This Morning/11118_11359,0.0,0.18656518159906585
1,0,8.67943286895752,1.0,0.0,0.11507238342954768,images/CBS This Morning/11118_11359/00011179.jpg,4,1,2,images/CBS This Morning/11118_11359,0.0,0.18656518159906585
1,0,5.809991359710693,1.0,0.0,0.1293167217099854,images/CBS This Morning/11118_11359/00011179.jpg,4,1,3,images/CBS This Morning/11118_11359,0.0,0.18656518159906585
0,1,4.129561424255371,1.0,0.0,0.15676836401843508,images/CBS This Morning/11118_11359/00011180.jpg,4,0,1,images/CBS This Morning/11118_11359,0.0,0.18531531450739447
1,0,8.668448448181152,1.0,0.0,0.11507238342954765,images/CBS This Morning/11118_11359/00011180.jpg,4,1,2,images/CBS This Morning/11118_11359,0.0,0.18531531450739447
1,0,5.7273406982421875,1.0,0.0,0.12931672170998532,images/CBS This Morning/11118_11359/00011180.jpg,4,1,3,images/CBS This Morning/11118_11359,0.0,0.18531531450739447
0,1,3.7965402603149414,1.0,0.0,0.15676836401843508,images/CBS This Morning/11118_11359/00011181.jpg,4,0,1,images/CBS This Morning/11118_11359,0.0,0.18471737212288197
1,0,8.517411231994629,1.0,0.0,0.11507238342954765,images/CBS This Morning/11118_11359/00011181.jpg,4,1,2,images/CBS This Morning/11118_11359,0.0,0.18471737212288197
1,0,5.6776251792907715,1.0,0.0,0.12931672170998532,images/CBS This Morning/11118_11359/00011181.jpg,4,1,3,images/CBS This Morning/11118_11359,0.0,0.18471737212288197
0,1,3.2610840797424316,1.0,0.0,0.15676836401843508,images/CBS This Morning/11118_11359/00011182.jpg,4,0,1,images/CBS This Morning/11118_11359,0.0,0.18380489895251648
1,0,8.509071350097656,1.0,0.0,0.11507238342954765,images/CBS This Morning/11118_11359/00011182.jpg,4,1,2,images/CBS This Morning/11118_11359,0.0,0.18380489895251648
1,0,5.552665710449219,1.0,0.0,0.12931672170998532,images/CBS This Morning/11118_11359/00011182.jpg,4,1,3,images/CBS This Morning/11118_11359,0.0,0.18380489895251648
0,1,3.037571668624878,1.0,0.0,0.15676836401843516,images/CBS This Morning/11118_11359/00011183.jpg,4,0,1,images/CBS This Morning/11118_11359,0.0,0.18318739625463762
1,0,8.522622108459473,1.0,0.0,0.1150723834295477,images/CBS This Morning/11118_11359/00011183.jpg,4,1,2,images/CBS This Morning/11118_11359,0.0,0.18318739625463762
1,0,5.39737606048584,1.0,0.0,0.12931672170998537,images/CBS This Morning/11118_11359/00011183.jpg,4,1,3,images/CBS This Morning/11118_11359,0.0,0.18318739625463762
0,1,2.615891456604004,1.0,0.0,0.15676836401843514,images/CBS This Morning/11118_11359/00011184.jpg,4,0,1,images/CBS This Morning/11118_11359,0.0,0.18293970288580805
1,0,8.602153778076172,1.0,0.0,0.11507238342954768,images/CBS This Morning/11118_11359/00011184.jpg,4,1,2,images/CBS This Morning/11118_11359,0.0,0.18293970288580805
1,0,5.380873203277588,1.0,0.0,0.12931672170998537,images/CBS This Morning/11118_11359/00011184.jpg,4,1,3,images/CBS This Morning/11118_11359,0.0,0.18293970288580805
0,1,2.5638222694396973,1.0,0.0,0.15676836401843514,images/CBS This Morning/11118_11359/00011185.jpg,4,0,1,images/CBS This Morning/11118_11359,0.0,0.18264134915164407
1,0,8.649682998657227,1.0,0.0,0.11507238342954768,images/CBS This Morning/11118_11359/00011185.jpg,4,1,2,images/CBS This Morning/11118_11359,0.0,0.18264134915164407
1,0,5.405462741851807,1.0,0.0,0.12931672170998534,images/CBS This Morning/11118_11359/00011185.jpg,4,1,3,images/CBS This Morning/11118_11359,0.0,0.18264134915164407
